Name,Type,Page,Page Number,Schematic,PartPin,LocationX,LocationY,Zone,IREF
"DDR_B_CB_5","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AK42","640","720","4B","Property Not Present"
"DDR_A_CK_2","OffPage","14 DDR3 Channel 0 Slot 1","14","SCHEMATIC1","J3B.184","190","510","5C","[8]"
"DDR_A_CK_2","OffPage","08 X48 DDR3 Channel 0","8","SCHEMATIC1","U1C.AT34","270","620","5B","[14]"
"DDR_B_CB_6","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AG41","640","710","4B","Property Not Present"
"CPU_BCLK1","OffPage","01 CPU Front Side Bus","1","SCHEMATIC1","J1C.G28","220","990","5A","Property Not Present"
"DDR_B_CB_7","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AG44","640","700","4B","Property Not Present"
"DDR_B_CKB_5","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AY34","250","890","5A","Property Not Present"
"DDR_A_CK_5","OffPage","08 X48 DDR3 Channel 0","8","SCHEMATIC1","U1C.AT35","270","650","5B","Property Not Present"
"FSB_A20M#","OffPage","01 CPU Front Side Bus","1","SCHEMATIC1","J1A.K3","200","320","5C","Property Not Present"
"DDR_B_CKB_4","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AY28","250","880","5A","Property Not Present"
"DDR_B_CKB_3","OffPage","16 DDR3 Channel 1 Slot 1","16","SCHEMATIC1","J5B.64","160","170","5D","[9]"
"DDR_B_CKB_3","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AP31","250","870","5A","[16]"
"FSB_AP0#","OffPage","01 CPU Front Side Bus","1","SCHEMATIC1","J1A.U2","200","390","5C","Property Not Present"
"DDR_B_CKB_2","OffPage","16 DDR3 Channel 1 Slot 1","16","SCHEMATIC1","J5B.185","160","150","5D","[9]"
"DDR_B_CKB_2","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AW33","250","860","5A","[16]"
"DDR_B_CKB_1","OffPage","15 DDR3 Channel 1 Slot 0","15","SCHEMATIC1","J4B.64","150","500","5C","[9]"
"DDR_B_CKB_1","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AP28","250","850","5A","[15]"
"PCI-E_1_RXP_[0:15]","OffPage","07 X48 PCI-X","7","SCHEMATIC1","","290","720","5B","[18]"
"PCI-E_1_RXP_[0:15]","OffPage","18 PCI Express Channel 1","18","SCHEMATIC1","","870","410","3C","[7]"
"FSB_AP01","OffPage","01 CPU Front Side Bus","1","SCHEMATIC1","J1A.U3","200","400","5C","Property Not Present"
"DDR_B_CKB_0","OffPage","15 DDR3 Channel 1 Slot 0","15","SCHEMATIC1","J4B.185","150","480","5C","[9]"
"DDR_B_CKB_0","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AV30","250","840","5A","[15]"
"DDR_B_CK_5","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AW34","250","820","5A","Property Not Present"
"DDR_B_CK_4","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AY30","250","810","5A","Property Not Present"
"DDR_A_CKB_0","OffPage","13 DDR3 Channel 0 Slot 0","13","SCHEMATIC1","J2B.185","120","810","5A","[8]"
"DDR_A_CKB_0","OffPage","08 X48 DDR3 Channel 0","8","SCHEMATIC1","U1C.AR33","270","670","5B","[13]"
"DDR_B_CK_3","OffPage","16 DDR3 Channel 1 Slot 1","16","SCHEMATIC1","J5B.63","160","160","5D","[9]"
"DDR_B_CK_3","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AR31","250","800","5B","[16]"
"DDR_A_CKB_1","OffPage","13 DDR3 Channel 0 Slot 0","13","SCHEMATIC1","J2B.64","120","830","5A","[8]"
"DDR_A_CKB_1","OffPage","08 X48 DDR3 Channel 0","8","SCHEMATIC1","U1C.AM28","270","680","5B","[13]"
"DDR_B_CK_2","OffPage","16 DDR3 Channel 1 Slot 1","16","SCHEMATIC1","J5B.184","160","140","5D","[9]"
"DDR_B_CK_2","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AV33","250","790","5B","[16]"
"DDR_A_CKB_2","OffPage","14 DDR3 Channel 0 Slot 1","14","SCHEMATIC1","J3B.185","190","520","5C","[8]"
"DDR_A_CKB_2","OffPage","08 X48 DDR3 Channel 0","8","SCHEMATIC1","U1C.AV35","270","690","5B","[14]"
"DDR_B_CK_1","OffPage","15 DDR3 Channel 1 Slot 0","15","SCHEMATIC1","J4B.63","150","490","5C","[9]"
"DDR_B_CK_1","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AR28","250","780","5B","[15]"
"DDR_B_CK_0","OffPage","15 DDR3 Channel 1 Slot 0","15","SCHEMATIC1","J4B.184","150","470","5C","[9]"
"DDR_B_CK_0","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AW30","250","770","5B","[15]"
"DDR_B_CKE_3","OffPage","16 DDR3 Channel 1 Slot 1","16","SCHEMATIC1","J5B.169","450","160","4D","[9]"
"DDR_B_CKE_3","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.BA17","250","750","5B","[16]"
"DDR_A_CKB_5","OffPage","08 X48 DDR3 Channel 0","8","SCHEMATIC1","U1C.AT36","270","720","5B","Property Not Present"
"DDR_B_CKE_2","OffPage","16 DDR3 Channel 1 Slot 1","16","SCHEMATIC1","J5B.50","450","170","4D","[9]"
"DDR_B_CKE_2","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.BB17","250","740","5B","[16]"
"DDR_B_CKE_1","OffPage","15 DDR3 Channel 1 Slot 0","15","SCHEMATIC1","J4B.169","440","490","4C","[9]"
"DDR_B_CKE_1","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.BD19","250","730","5B","[15]"
"DDR_B_CKE_0","OffPage","15 DDR3 Channel 1 Slot 0","15","SCHEMATIC1","J4B.50","440","500","4C","[9]"
"DDR_B_CKE_0","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.BD17","250","720","5B","[15]"
"DDR_B_WEB","OffPage","16 DDR3 Channel 1 Slot 1","16","SCHEMATIC1","J5B.73","160","120","5D","[15,9]"
"DDR_B_WEB","OffPage","15 DDR3 Channel 1 Slot 0","15","SCHEMATIC1","J4B.73","150","450","5C","[16,9]"
"DDR_B_WEB","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.AY31","250","700","5B","[15,16]"
"DDR_B_RASB","OffPage","16 DDR3 Channel 1 Slot 1","16","SCHEMATIC1","J5B.192","160","110","5D","[15,9]"
"DDR_B_RASB","OffPage","15 DDR3 Channel 1 Slot 0","15","SCHEMATIC1","J4B.192","150","440","5C","[16,9]"
"DDR_B_RASB","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.BD31","250","690","5B","[15,16]"
"DDR_B_CASB","OffPage","16 DDR3 Channel 1 Slot 1","16","SCHEMATIC1","J5B.74","160","100","5D","[15,9]"
"DDR_B_CASB","OffPage","15 DDR3 Channel 1 Slot 0","15","SCHEMATIC1","J4B.74","150","430","5C","[16,9]"
"DDR_B_CASB","OffPage","09 X48 DDR3 Channel 1","9","SCHEMATIC1","U1F.BB32","250","680","5B","[15,16]"
"FSB_ADS#","OffPage","01 CPU Front Side Bus","1","SCHEMATIC1","J1A.D2","200","340","5C","[6]"
"FSB_ADS#","OffPage","06 X48 Front Side Bus","6","SCHEMATIC1","U1K.U44","580","220","4D","[1]"
"DDR_A_CB_7","OffPage","08 X48 DDR3 Channel 0","8","SCHEMATIC1","U1C.AK39","660","530","3C","Property Not Present"
"PCI-E_1_TXP_[0:15]","OffPage","07 X48 PCI-X","7","SCHEMATIC1","","910","550","3B","[18]"
"PCI-E_1_TXP_[0:15]","OffPage","18 PCI Express Channel 1","18","SCHEMATIC1","","1390","240","1D","[7]"
"CPU_RESET#","OffPage","01 CPU Front Side Bus","1","SCHEMATIC1","J1D.G23","610","580","4B","[6]"
"CPU_RESET#","OffPage","06 X48 Front Side Bus","6","SCHEMATIC1","U1M.D35","1200","320","2C","[1]"
"DDR_A_CB_6","OffPage","08 X48 DDR3 Channel 0","8","SCHEMATIC1","U1C.AK34","660","540","3B","Property Not Present"
"DDR_A_CB_5","OffPage","08 X48 DDR3 Channel 0","8","SCHEMATIC1","U1C.AL34","660","550","3B","Property Not Present"
"FSB_ADSTB0#","OffPage","01 CPU Front Side Bus","1","SCHEMATIC1","J1A.R6","200","360","5C","[6]"
"FSB_ADSTB0#","OffPage","06 X48 Front Side Bus","6","SCHEMATIC1","U1K.M40","580","200","4D","[1]"
